,adjclose,close,date,high,low,open,volume
0,78.4847412109375,79.69000244140625,1489498200,79.80000305175781,78.83000183105469,78.95999908447266,3321400
1,78.03170013427734,79.2300033569336,1489584600,79.88999938964844,78.98999786376953,79.8499984741211,4337200
2,78.56352996826172,79.7699966430664,1489671000,80.0999984741211,79.38999938964844,79.47000122070312,3474800
3,78.0513916015625,79.25,1489757400,79.95999908447266,78.9800033569336,79.91999816894531,6672600
4,77.65744018554688,78.8499984741211,1490016600,79.5999984741211,78.83000183105469,79.1500015258789,3099500
5,76.35740661621094,77.52999877929688,1490103000,79.12999725341797,77.31999969482422,78.93000030517578,6804000
6,76.49529266357422,77.66999816894531,1490189400,78.18000030517578,77.05999755859375,77.43000030517578,4877300
7,76.6627197265625,77.83999633789062,1490275800,78.4000015258789,77.51000213623047,77.56999969482422,4082900
8,77.01727294921875,78.19999694824219,1490362200,78.83999633789062,77.87000274658203,78.11000061035156,4726800
9,76.42635345458984,77.5999984741211,1490621400,77.81999969482422,76.66999816894531,77.20999908447266,3835300
10,77.45061492919922,78.63999938964844,1490707800,78.86000061035156,77.38999938964844,77.51000213623047,4235900
11,77.06651306152344,78.25,1490794200,79.33999633789062,78.13999938964844,78.44999694824219,2913600
12,78.01200103759766,79.20999908447266,1490880600,79.30000305175781,78.08999633789062,78.19999694824219,2924100
13,77.91351318359375,79.11000061035156,1490967000,79.43000030517578,78.80000305175781,78.93000030517578,5228400
14,77.4013671875,78.58999633789062,1491226200,79.18000030517578,77.97000122070312,79.16999816894531,3022700
15,77.07637023925781,78.26000213623047,1491312600,78.61000061035156,78.1500015258789,78.48999786376953,2563700
16,76.89836883544922,77.76000213623047,1491399000,79.02999877929688,77.66000366210938,78.58999633789062,2858400
17,77.05659484863281,77.91999816894531,1491485400,78.30000305175781,77.1500015258789,77.76000213623047,2914800
18,76.90824890136719,77.7699966430664,1491571800,78.23999786376953,77.37000274658203,77.4800033569336,2203000
19,76.63135528564453,77.48999786376953,1491831000,78.11000061035156,77.36000061035156,77.91999816894531,2217100
20,76.4039077758789,77.26000213623047,1491917400,77.56999969482422,76.69000244140625,77.52999877929688,4642300
21,75.83032989501953,76.68000030517578,1492003800,77.4800033569336,76.58000183105469,77.38999938964844,3055800
22,74.9600830078125,75.80000305175781,1492090200,76.80999755859375,75.69999694824219,76.33000183105469,3666600
23,75.82044219970703,76.66999816894531,1492435800,76.70999908447266,75.62999725341797,75.83000183105469,4160800
24,74.9501953125,75.79000091552734,1492522200,76.48999786376953,75.52999877929688,76.44999694824219,3845900
25,74.71286010742188,75.55000305175781,1492608600,76.29000091552734,75.51000213623047,76.19000244140625,5283600
26,79.13331604003906,80.0199966430664,1492695000,80.27999877929688,77.45999908447266,77.5,11099300
27,78.70808410644531,79.58999633789062,1492781400,80.47000122070312,79.48999786376953,79.87999725341797,5837800
28,79.55855560302734,80.44999694824219,1493040600,80.91999816894531,80.23999786376953,80.63999938964844,3563200
29,79.73656463623047,80.62999725341797,1493127000,81.4000015258789,80.62999725341797,81.05999755859375,5061300
30,79.62777709960938,80.5199966430664,1493213400,80.91999816894531,80.1500015258789,80.62000274658203,3661600
31,79.43988800048828,80.33000183105469,1493299800,80.87000274658203,80.08000183105469,80.7699966430664,2922700
32,78.37185668945312,79.25,1493386200,80.16999816894531,79.05000305175781,79.94000244140625,5303700
33,78.35208129882812,79.2300033569336,1493645400,79.48999786376953,78.87999725341797,79.22000122070312,3458100
34,78.65863800048828,79.54000091552734,1493731800,79.66000366210938,79.1500015258789,79.1500015258789,3334900
35,77.95651245117188,78.83000183105469,1493818200,79.51000213623047,78.69000244140625,79.2300033569336,3800600
36,77.46205139160156,78.33000183105469,1493904600,79.41999816894531,77.98999786376953,79.2300033569336,3902200
37,77.45216369628906,78.31999969482422,1493991000,78.7300033569336,77.87999725341797,78.61000061035156,2936700
38,77.29393005371094,78.16000366210938,1494250200,78.73999786376953,77.94999694824219,78.5,2608600
39,77.5708236694336,78.44000244140625,1494336600,78.73999786376953,78.08999633789062,78.16000366210938,2570600
40,77.77850341796875,78.6500015258789,1494423000,78.66000366210938,78.13999938964844,78.27999877929688,2396900
41,77.05659484863281,77.91999816894531,1494509400,78.44999694824219,77.25,78.19999694824219,3780600
42,76.63135528564453,77.48999786376953,1494595800,77.80999755859375,77.22000122070312,77.69999694824219,2865800
43,77.46205139160156,78.33000183105469,1494855000,78.62000274658203,77.4800033569336,77.4800033569336,3327000
44,77.2642593383789,78.12999725341797,1494941400,78.63999938964844,77.83999633789062,78.5999984741211,2457500
45,75.52377319335938,76.37000274658203,1495027800,78.12999725341797,76.23999786376953,78.12999725341797,4441600
46,75.53365325927734,76.37999725341797,1495114200,76.8499984741211,75.97000122070312,76.2699966430664,3545700
47,75.94900512695312,76.80000305175781,1495200600,77.3499984741211,76.30000305175781,76.55000305175781,3283900
48,76.12701416015625,76.9800033569336,1495459800,77.12000274658203,76.5,76.94999694824219,2800000
49,76.34456634521484,77.19999694824219,1495546200,77.41999816894531,76.81999969482422,77.0199966430664,2239600
50,76.26545715332031,77.12000274658203,1495632600,77.45999908447266,76.93000030517578,77.45999908447266,2091300
51,76.5819091796875,77.44000244140625,1495719000,77.91999816894531,77.26000213623047,77.48999786376953,3185200
52,76.60169219970703,77.45999908447266,1495805400,77.5999984741211,77.0199966430664,77.16999816894531,1858800
53,76.23577880859375,77.08999633789062,1496151000,77.41999816894531,76.98999786376953,77.23999786376953,2073000
54,76.08745574951172,76.94000244140625,1496237400,77.11000061035156,75.9800033569336,77.08999633789062,3117100
55,77.41259765625,78.27999877929688,1496323800,78.37999725341797,76.94999694824219,77.2300033569336,3553400
56,77.62026977539062,78.48999786376953,1496410200,78.73999786376953,77.7699966430664,77.7699966430664,3534800
57,78.09495544433594,78.97000122070312,1496669400,79.19999694824219,78.61000061035156,78.75,2738600
58,77.97628784179688,78.8499984741211,1496755800,78.93000030517578,78.29000091552734,78.45999908447266,2878000
59,78.92564392089844,79.80999755859375,1496842200,80.08999633789062,78.79000091552734,78.91000366210938,4284000
60,79.0640869140625,79.94999694824219,1496928600,80.19999694824219,79.66999816894531,79.80999755859375,4047400
61,79.42010498046875,80.30999755859375,1497015000,80.7300033569336,79.7300033569336,80.38999938964844,3849400
62,79.28166198730469,80.16999816894531,1497274200,80.7300033569336,80.06999969482422,80.3499984741211,3352300
63,79.69700622558594,80.58999633789062,1497360600,80.73999786376953,80.06999969482422,80.19999694824219,3174400
64,79.94422912597656,80.83999633789062,1497447000,80.91999816894531,79.62000274658203,80.11000061035156,4013100
65,79.80577850341797,80.69999694824219,1497533400,81.23999786376953,80.2300033569336,80.37999725341797,2773400
66,80.54747009277344,81.44999694824219,1497619800,81.4800033569336,80.7699966430664,80.86000061035156,5914700
67,80.97270965576172,81.87999725341797,1497879000,81.94000244140625,81.29000091552734,81.55999755859375,3076500
68,81.59574127197266,82.51000213623047,1497965400,82.80999755859375,81.80000305175781,81.9800033569336,3929100
69,81.2990493774414,82.20999908447266,1498051800,82.80000305175781,81.98999786376953,82.5999984741211,2683400
70,81.33861541748047,82.25,1498138200,82.62999725341797,82.05999755859375,82.11000061035156,2312100
71,81.3089370727539,82.22000122070312,1498224600,82.69999694824219,82.05999755859375,82.38999938964844,3785300
72,82.0407485961914,82.95999908447266,1498483800,83.29000091552734,82.44000244140625,82.5,2491600
73,82.15941619873047,83.08000183105469,1498570200,83.5199966430664,83.01000213623047,83.05999755859375,2994500
74,83.03955078125,83.97000122070312,1498656600,84.2699966430664,83.4000015258789,83.51000213623047,3668500
75,82.70332336425781,83.62999725341797,1498743000,85.38999938964844,83.16000366210938,84.91999816894531,5092600
76,83.30656433105469,84.23999786376953,1498829400,84.63999938964844,83.58999633789062,84.08999633789062,3320800
77,84.15702819824219,85.0999984741211,1499088600,85.73999786376953,84.69000244140625,84.69000244140625,2306900
78,84.26622009277344,84.88999938964844,1499261400,85.87999725341797,84.80999755859375,85.22000122070312,3501200
79,83.12467193603516,83.73999786376953,1499347800,84.83999633789062,83.72000122070312,84.66999816894531,3213400
80,83.71034240722656,84.33000183105469,1499434200,84.69000244140625,83.7699966430664,83.93000030517578,2454600
81,83.6805648803711,84.30000305175781,1499693400,84.56999969482422,83.97000122070312,84.12999725341797,2147000
82,83.54158782958984,84.16000366210938,1499779800,84.30999755859375,83.54000091552734,84.2300033569336,2733200
83,84.19673919677734,84.81999969482422,1499866200,84.9800033569336,84.05999755859375,84.27999877929688,4629100
84,84.7426986694336,85.37000274658203,1499952600,85.43000030517578,84.73999786376953,84.93000030517578,3309400
85,84.65335845947266,85.27999877929688,1500039000,85.55999755859375,84.58999633789062,84.8499984741211,3354700
86,84.59379577636719,85.22000122070312,1500298200,85.5199966430664,84.77999877929688,85.12999725341797,2190500
87,84.89159393310547,85.5199966430664,1500384600,85.55999755859375,84.76000213623047,84.95999908447266,2816000
88,85.29857635498047,85.93000030517578,1500471000,85.9800033569336,85.30000305175781,85.76000213623047,5539700
89,84.72284698486328,85.3499984741211,1500557400,85.44999694824219,84.52999877929688,84.94000244140625,5386400
90,84.96107482910156,85.58999633789062,1500643800,86.27999877929688,85.43000030517578,85.79000091552734,3570400
91,84.37541198730469,85.0,1500903000,85.66999816894531,83.86000061035156,85.44999694824219,5389100
92,84.78240203857422,85.41000366210938,1500989400,86.0999984741211,85.08000183105469,85.83999633789062,3255200
93,84.6732177734375,85.30000305175781,1501075800,85.72000122070312,85.16999816894531,85.41000366210938,3038100
94,83.2338638305664,83.8499984741211,1501162200,85.19999694824219,83.33000183105469,85.18000030517578,6119300
95,84.17688751220703,84.80000305175781,1501248600,85.0999984741211,83.62000274658203,83.87999725341797,3321200
96,84.60372924804688,85.2300033569336,1501507800,85.69999694824219,84.83999633789062,85.16999816894531,3079800
97,84.6136474609375,85.23999786376953,1501594200,85.83999633789062,85.13999938964844,85.72000122070312,3148800
98,84.6732177734375,85.30000305175781,1501680600,85.36000061035156,84.97000122070312,85.1500015258789,3252300
99,84.91144561767578,85.54000091552734,1501767000,85.87999725341797,85.13999938964844,85.23999786376953,2381800
100,85.33828735351562,85.97000122070312,1501853400,86.33000183105469,85.83999633789062,85.98999786376953,2840200
101,85.21916961669922,85.8499984741211,1502112600,86.19000244140625,85.68000030517578,86.0999984741211,2089100
102,85.30850982666016,85.94000244140625,1502199000,86.66999816894531,85.41000366210938,85.43000030517578,2922800
103,85.06034851074219,85.69000244140625,1502285400,85.97000122070312,85.23999786376953,85.73999786376953,2961000
104,83.93864440917969,84.55999755859375,1502371800,85.58000183105469,84.55000305175781,85.44000244140625,3755200
105,83.6706314086914,84.29000091552734,1502458200,84.86000061035156,83.97000122070312,84.76000213623047,3078600
106,84.84195709228516,85.47000122070312,1502717400,85.66999816894531,84.72000122070312,84.73999786376953,2874000
107,86.15226745605469,86.79000091552734,1502803800,86.97000122070312,85.87999725341797,85.98999786376953,3774100
108,86.74784851074219,87.38999938964844,1502890200,87.77999877929688,86.98999786376953,87.0,3379600
109,85.45740509033203,86.08999633789062,1502976600,87.62999725341797,86.05000305175781,87.33999633789062,3870400
110,84.75261688232422,85.37999725341797,1503063000,86.12999725341797,85.20999908447266,85.98999786376953,4271200
111,84.6732177734375,85.30000305175781,1503322200,85.63999938964844,84.94999694824219,85.44999694824219,2505100
112,84.6732177734375,85.30000305175781,1503408600,85.7300033569336,84.91000366210938,85.47000122070312,2155300
113,84.65335845947266,85.27999877929688,1503495000,85.51000213623047,84.69999694824219,84.70999908447266,1960400
114,84.73277282714844,85.36000061035156,1503581400,85.52999877929688,85.04000091552734,85.48999786376953,2057900
115,84.84195709228516,85.47000122070312,1503667800,85.95999908447266,85.41999816894531,85.5,2302100
116,84.78240203857422,85.41000366210938,1503927000,85.69000244140625,85.20999908447266,85.66000366210938,2105500
117,84.79232025146484,85.41999816894531,1504013400,85.51000213623047,84.4000015258789,84.75,2779400
118,85.06034851074219,85.69000244140625,1504099800,85.73999786376953,85.22000122070312,85.37999725341797,2131700
119,85.46733093261719,86.0999984741211,1504186200,86.27999877929688,85.69999694824219,86.0,3792300
120,85.50703430175781,86.13999938964844,1504272600,86.54000091552734,86.05000305175781,86.30999755859375,2262700
121,84.68313598632812,85.30999755859375,1504618200,85.91000366210938,84.68000030517578,85.72000122070312,3089800
122,84.60372924804688,85.2300033569336,1504704600,85.83999633789062,85.0,85.56999969482422,2823300
123,83.78974914550781,84.41000366210938,1504791000,85.5199966430664,84.08000183105469,85.2699966430664,2905400
124,83.63092803955078,84.25,1504877400,85.01000213623047,84.0199966430664,84.18000030517578,3462100
125,85.06034851074219,85.69000244140625,1505136600,86.12000274658203,84.97000122070312,84.97000122070312,3397500
126,85.91403198242188,86.55000305175781,1505223000,86.5999984741211,85.80999755859375,85.97000122070312,3333300
127,86.00335693359375,86.63999938964844,1505309400,86.7699966430664,86.38999938964844,86.41999816894531,2396500
128,85.55667114257812,86.19000244140625,1505395800,86.80000305175781,86.16000366210938,86.54000091552734,2764900
129,86.35079193115234,86.98999786376953,1505482200,86.98999786376953,86.06999969482422,86.5199966430664,7791600
130,87.22432708740234,87.87000274658203,1505741400,87.87000274658203,86.94999694824219,87.08000183105469,3395100
131,88.34602355957031,89.0,1505827800,89.2300033569336,87.87999725341797,87.97000122070312,4043800
132,87.78021240234375,88.43000030517578,1505914200,89.37999725341797,88.2699966430664,89.25,4251000
133,87.77027893066406,88.41999816894531,1506000600,88.80000305175781,88.04000091552734,88.44999694824219,2877800
134,87.75042724609375,88.4000015258789,1506087000,88.70999908447266,88.0999984741211,88.30000305175781,2770100
135,87.56182861328125,88.20999908447266,1506346200,88.63999938964844,87.83999633789062,88.27999877929688,2863100
136,88.03829956054688,88.69000244140625,1506432600,88.7699966430664,88.19999694824219,88.47000122070312,2197800
137,88.8324203491211,89.48999786376953,1506519000,89.73999786376953,89.02999877929688,89.68000030517578,2888900
138,89.47764587402344,90.13999938964844,1506605400,90.30999755859375,89.2300033569336,89.2300033569336,2458800
139,89.79529571533203,90.45999908447266,1506691800,90.7699966430664,89.93000030517578,90.04000091552734,2996300
140,89.87470245361328,90.54000091552734,1506951000,91.16999816894531,90.0999984741211,90.44000244140625,4466400
141,90.75817108154297,91.43000030517578,1507037400,91.63999938964844,90.58999633789062,90.58999633789062,2912300
142,90.34125518798828,91.01000213623047,1507123800,91.61000061035156,90.91000366210938,91.5999984741211,3091700
143,90.8395004272461,91.16000366210938,1507210200,91.62000274658203,90.7699966430664,90.95999908447266,2991000
144,91.2281265258789,91.55000305175781,1507296600,91.58999633789062,91.08999633789062,91.25,1891800
145,91.36763763427734,91.69000244140625,1507555800,91.95999908447266,91.5,91.58999633789062,1653700
146,91.56693267822266,91.88999938964844,1507642200,92.33999633789062,91.77999877929688,91.87999725341797,2247200
147,91.63668060302734,91.95999908447266,1507728600,92.6500015258789,91.80999755859375,91.86000061035156,3051400
148,91.28791809082031,91.61000061035156,1507815000,92.2300033569336,91.41999816894531,91.62999725341797,3279000
149,92.53352355957031,92.86000061035156,1507901400,92.91999816894531,91.26000213623047,91.5,3224200
150,91.63668060302734,91.95999908447266,1508160600,93.3499984741211,90.80999755859375,93.04000091552734,4294000
151,91.36763763427734,91.69000244140625,1508247000,92.0999984741211,91.58000183105469,91.94000244140625,2939600
152,91.75626373291016,92.08000183105469,1508333400,92.2699966430664,91.68000030517578,91.80000305175781,4720200
153,91.57689666748047,91.9000015258789,1508419800,92.94999694824219,90.04000091552734,90.4000015258789,6512100
154,91.76622009277344,92.08999633789062,1508506200,93.29000091552734,91.97000122070312,92.83999633789062,4442200
155,92.05520629882812,92.37999725341797,1508765400,93.08999633789062,92.22000122070312,92.22000122070312,2963100
156,93.5300064086914,93.86000061035156,1508851800,93.93000030517578,92.33000183105469,92.5999984741211,4481500
157,93.20116424560547,93.52999877929688,1508938200,94.23999786376953,93.2699966430664,94.0,4266100
158,95.35356903076172,95.69000244140625,1509024600,95.7300033569336,93.9800033569336,93.98999786376953,4136800
159,95.45321655273438,95.79000091552734,1509111000,96.0199966430664,95.02999877929688,95.44999694824219,3212200
160,94.73574829101562,95.06999969482422,1509370200,96.12000274658203,94.83999633789062,95.7300033569336,3096500
161,95.18416595458984,95.5199966430664,1509456600,95.61000061035156,94.5199966430664,94.9800033569336,3146400
162,95.45321655273438,95.79000091552734,1509543000,96.56999969482422,95.44000244140625,96.29000091552734,2320000
163,95.6425552368164,95.9800033569336,1509629400,96.23999786376953,95.38999938964844,96.0,3013300
164,96.0909652709961,96.43000030517578,1509715800,96.43000030517578,95.77999877929688,96.27999877929688,2089500
165,95.95146179199219,96.29000091552734,1509978600,96.7300033569336,95.93000030517578,96.3499984741211,1848300
166,95.03469848632812,95.37000274658203,1510065000,96.9000015258789,95.18000030517578,96.41999816894531,3200900
167,94.7955322265625,95.12999725341797,1510151400,95.27999877929688,94.44999694824219,95.0999984741211,2163700
168,93.4203872680664,93.75,1510237800,94.66000366210938,93.27999877929688,94.33999633789062,3949800
169,93.19119262695312,93.5199966430664,1510324200,94.1500015258789,93.38999938964844,93.79000091552734,2714400
170,93.56986236572266,93.9000015258789,1510583400,93.9800033569336,92.77999877929688,93.0,2708500
171,93.43035888671875,93.76000213623047,1510669800,93.79000091552734,92.94000244140625,93.56999969482422,2843700
172,92.93211364746094,93.26000213623047,1510756200,93.79000091552734,92.80000305175781,93.2699966430664,3236600
